# time(days) eclipse_dt(seconds) gw_freq(hertz)
5.690286473309066650e+02 -6.357342567025625613e+01 4.821711576961715609e-03
5.823772842523997042e+02 -6.659110254804545548e+01 4.821711869487935002e-03
5.927706427088733108e+02 -6.898913908771646675e+01 4.821712097251297860e-03
6.023759287817308632e+02 -7.124306079240341205e+01 4.821712307744628091e-03
6.128165631595006744e+02 -7.373409284518857021e+01 4.821712536544088372e-03
6.221255953818564421e+02 -7.599123287654947490e+01 4.821712740545284516e-03
6.309578206691309106e+02 -7.816422161231457721e+01 4.821712934097604521e-03
6.441146748407954874e+02 -8.145799935300601646e+01 4.821713222421333128e-03
6.552691686840047396e+02 -8.430373583141772542e+01 4.821713466864712729e-03
6.661415406453437527e+02 -8.712451753090135753e+01 4.821713705125621995e-03
6.768910408757390087e+02 -8.995905479787325021e+01 4.821713940693920369e-03
6.892470905749083840e+02 -9.327327693354163785e+01 4.821714211468756082e-03
7.003924792059976880e+02 -9.631419513607397676e+01 4.821714455712783863e-03
7.135199584320107533e+02 -9.995847069039882626e+01 4.821714743393113074e-03
7.202592779693737839e+02 -1.018556382306996966e+02 4.821714891081023587e-03
7.307844699913713384e+02 -1.048542337386606960e+02 4.821715121733960441e-03
7.380552606069320518e+02 -1.069510646168055246e+02 4.821715281068769676e-03
7.508248546240839687e+02 -1.106839458425383782e+02 4.821715560906447012e-03
7.594157148463087879e+02 -1.132313047364732483e+02 4.821715749169817183e-03
7.690314165838414056e+02 -1.161169221923046280e+02 4.821715959891984329e-03
7.802190390633741117e+02 -1.195199601035710657e+02 4.821716205061866989e-03
7.923826696094685076e+02 -1.232756464545673225e+02 4.821716471620419997e-03
8.013924752454609006e+02 -1.260950018422590801e+02 4.821716669064856665e-03
8.159976165526045406e+02 -1.307329713908984559e+02 4.821716989127748654e-03
8.273154537394152612e+02 -1.343846378586022183e+02 4.821717237151400617e-03
8.382348494994105295e+02 -1.379554229453788139e+02 4.821717476443491968e-03
8.456233285355318685e+02 -1.403981104464037344e+02 4.821717638357658937e-03
8.524171862324650419e+02 -1.426631294143589912e+02 4.821717787241066276e-03
8.601734083864093918e+02 -1.452711507903586607e+02 4.821717957214147893e-03
8.695320826503934768e+02 -1.484494431766506750e+02 4.821718162304060827e-03
8.811722882206011036e+02 -1.524505562003469095e+02 4.821718417392452209e-03
8.905275564029287807e+02 -1.557048273596592480e+02 4.821718622407795453e-03
9.000194251881054015e+02 -1.590417397263081511e+02 4.821718830416694621e-03
9.117647654544533680e+02 -1.632198453742603306e+02 4.821719087809183020e-03
9.236248285510411051e+02 -1.674937282597966259e+02 4.821719347715808755e-03
9.331111566579068040e+02 -1.709519723975972738e+02 4.821719555603402180e-03
9.432793728444019052e+02 -1.746980377938598394e+02 4.821719778434228887e-03
9.560097400009703961e+02 -1.794452578182244906e+02 4.821720057413228511e-03
9.648115381111493889e+02 -1.827647046135098208e+02 4.821720250299830167e-03
9.728820749695678387e+02 -1.858351040878915228e+02 4.821720427161267121e-03
9.821151112318984815e+02 -1.893791393260471523e+02 4.821720629498276248e-03
9.924643557200594159e+02 -1.933914136068779044e+02 4.821720856296423351e-03
1.003085139627198828e+03 -1.975526887305022683e+02 4.821721089045251374e-03
1.012761089396130956e+03 -2.013823323261021869e+02 4.821721301088579582e-03
1.020616929110270689e+03 -2.045186358565842966e+02 4.821721473245181057e-03
1.030037932459745889e+03 -2.083117602203856222e+02 4.821721679701552153e-03
1.043773273352167507e+03 -2.139043892238987610e+02 4.821721980704436229e-03
1.054706776169721252e+03 -2.184091477851325180e+02 4.821722220306540012e-03
1.062174116078892439e+03 -2.215127760180621408e+02 4.821722383949485560e-03
1.071142974923753854e+03 -2.252694192713533994e+02 4.821722580497481321e-03
1.078738223348516613e+03 -2.284754213258565869e+02 4.821722746943524901e-03
1.086508555218877973e+03 -2.317787692583806347e+02 4.821722917226453284e-03
1.097277604667146079e+03 -2.363961409151670523e+02 4.821723153224812160e-03
1.103373426104321879e+03 -2.390299892824259587e+02 4.821723286811725392e-03
1.114578455451830678e+03 -2.439094572429894470e+02 4.821723532364437237e-03
1.122701621021815299e+03 -2.474776886454492342e+02 4.821723710379646581e-03
1.131820303426005921e+03 -2.515140859322855249e+02 4.821723910211152091e-03
1.144978358037972384e+03 -2.573960675777925644e+02 4.821724198563593841e-03
1.154976706074260619e+03 -2.619110384206578601e+02 4.821724417672627709e-03
1.163879598559546139e+03 -2.659643717357539572e+02 4.821724612775304779e-03
1.175162540803358070e+03 -2.711460180056747049e+02 4.821724860035689689e-03
1.182583024654008113e+03 -2.745810953128966503e+02 4.821725022652135172e-03
1.193931658339404748e+03 -2.798764057886728551e+02 4.821725271352194850e-03
1.205462638356605112e+03 -2.853085988397651818e+02 4.821725524048337506e-03
1.214806351122113483e+03 -2.897486754656711128e+02 4.821725728811556040e-03
1.224455808138910925e+03 -2.943700238181918394e+02 4.821725940275054662e-03
1.236785172415808347e+03 -3.003280468161392491e+02 4.821726210467561051e-03
1.247026918792754941e+03 -3.053226398304104805e+02 4.821726434910897363e-03
1.256914617060061346e+03 -3.101836523725069128e+02 4.821726651595462619e-03
1.267195530376780653e+03 -3.152786894912424032e+02 4.821726876897199955e-03
1.274839042487743200e+03 -3.190935772210650612e+02 4.821727044401463887e-03
1.283097489767519846e+03 -3.232411643366503995e+02 4.821727225381790966e-03
1.295674218269170296e+03 -3.296089426432445180e+02 4.821727500995444393e-03
1.307380403176172194e+03 -3.355917636916274205e+02 4.821727757531556191e-03
1.318559650828314943e+03 -3.413555084232939407e+02 4.821728002520108206e-03
1.330603775123736796e+03 -3.476200793280440848e+02 4.821728266462121416e-03
1.342455420406507073e+03 -3.538401393212552648e+02 4.821728526186089443e-03
1.348295085650902593e+03 -3.569252356966899242e+02 4.821728654159987415e-03
1.357052308114720745e+03 -3.615767758346919436e+02 4.821728846070993599e-03
1.365139122201807140e+03 -3.658989620467764325e+02 4.821729023290293598e-03
1.375960592794780950e+03 -3.717229231893725228e+02 4.821729260438538216e-03
1.389500726951369188e+03 -3.790747946914052591e+02 4.821729557165277749e-03
1.395347200184610529e+03 -3.822715014772256836e+02 4.821729685288471227e-03
1.406761631921773869e+03 -3.885513135304790922e+02 4.821729935431351595e-03
1.416040596656428988e+03 -3.936939677827467676e+02 4.821730138776328736e-03
1.423717289116549637e+03 -3.979741554343490861e+02 4.821730307008142632e-03
1.432373567652331531e+03 -4.028282763822062407e+02 4.821730496707241076e-03
1.443321819003595920e+03 -4.090097923050052486e+02 4.821730736634104175e-03
1.454414627450662920e+03 -4.153209313546540216e+02 4.821730979728927093e-03
1.467529336191297034e+03 -4.228447424604382832e+02 4.821731267133011131e-03
1.475899758849918271e+03 -4.276821014551387634e+02 4.821731450567818406e-03
1.487449191746208498e+03 -4.344018157331447583e+02 4.821731703669536809e-03
1.500134695741741325e+03 -4.418428822296846192e+02 4.821731981667905925e-03
1.506518977506514148e+03 -4.456116797598951962e+02 4.821732121577222696e-03
1.517917780651895328e+03 -4.523804708995157853e+02 4.821732371378071105e-03
1.526861775388962769e+03 -4.577272807902772911e+02 4.821732567382669941e-03
1.538625141478859405e+03 -4.648073651267623063e+02 4.821732825172877525e-03
1.553054702041010842e+03 -4.735663740902964491e+02 4.821733141391908520e-03
1.565898315465249652e+03 -4.814314588955312502e+02 4.821733422855498802e-03
1.577925282209472471e+03 -4.888551797048421577e+02 4.821733686422597503e-03
1.589527265809023220e+03 -4.960704019955301192e+02 4.821733940676378727e-03
1.599817434317926882e+03 -5.025140424520941451e+02 4.821734166182190667e-03
